10000
1,8216.38,574910706
2,8461.49,534696027
3,6063.73,287612752
4,1714.11,742214646
5,1879.81,267456174
6,7883.21,7921325
7,9739.18,313300594
8,6278.54,766715550
9,789.05,266329602
10,2975.95,502973628
11,3407.81,379171280
12,9099.48,573712388
13,6450.23,230791389
14,1404.34,840450181
15,9331.75,147612847
16,2344.68,565602598
17,5794.72,773530216
18,3483.73,910369898
19,3693.09,780589441
20,3297.18,271147213
21,7197.1,134689515
22,3690.59,336541546
23,114.61,806098354
24,8986.01,882156429
25,6918.09,349425716
26,6295.7,159483969
27,3201.38,254301262
28,6075.24,530841565
29,7180.52,102950534
30,7755.82,301396152
31,7623.93,665016309
32,4400.6,533535504
33,3665.92,342012957
34,4193.4,510581950
35,4386.44,185958759
36,3300.79,157383832
37,9820.27,85554347
38,3684.28,245838770
39,3056.31,382960487
40,3987.33,862548029
41,8101.47,967501591
42,5143.04,251792053
43,1409.24,496659382
44,5094.08,215472441
45,5516.58,621071484
46,3176.2,252785449
47,2284.75,221685736
48,3279.9,76088629
49,7111.05,484636395
50,6216.06,986232886
51,2960.33,594685811
52,3642.54,567273775
53,4672.69,987316254
54,9126.2,363258863
55,3475.49,89774196
56,7087.71,20176488
57,1085.08,758291095
58,5283.5,582293324
59,5555.21,477004758
60,1795.32,255299529
61,5015.3,233224688
62,2561.73,805534319
63,4069.76,735709320
64,2484.04,287476476
65,6778.06,283973400
66,6775.54,324506499
67,8444.16,676287591
68,1,239484637
69,6815.16,756823502
70,9193.41,452370488
71,7531.61,218532587
72,2698.76,936699322
73,2746.51,787569656
74,9934.12,205612225
75,744.41,874432692
76,734.43,435086200
77,591.89,6702868
78,8102.13,894335688
79,1876.66,678031859
80,3715.32,939941050
81,3033.68,901015409
82,749.79,262454158
83,4168.08,905860384
84,3235.27,742795150
85,4728.55,163636451
86,6799.95,677411406
87,945.42,565461696
88,2498.63,406523536
89,3841.97,371339231
90,4854.85,645169041
91,8956.32,213395791
92,2359.25,863001800
93,7322.4,921327637
94,3783.8,127546906
95,6075.88,613321320
96,559.84,789240235
97,393.82,11047474
98,4111.11,688719870
99,9442.96,487190395
100,8091.9,422153485
101,6020.61,218366397
102,2122.94,51742845
103,8160.07,317956922
104,6886.61,671970117
105,786.91,10765456
106,4998.54,5070416
107,8074.07,632415231
108,4373.66,670658021
109,2097.39,563805486
110,4901.04,840706209
111,9340.92,598738526
112,2618.91,583646873
113,6772.24,746437702
114,6505.29,847340206
115,3174.4,23659348
116,811.91,626459713
117,6101.05,685744743
118,3029.74,585191047
119,3047.4,212059920
120,7195.19,980170220
121,8339.76,728775579
122,3611.8,472688979
123,4853.72,113300612
124,7539.39,100271029
125,5360.99,995600838
126,9506.84,409388017
127,7902.23,985398421
128,1285.23,784627174
129,6712.54,677194105
130,5069.21,164948269
131,4957.11,97064131
132,6929.59,621179175
133,4346.71,425302059
134,8463.14,564592981
135,2060.5,752312060
136,8359.43,842342466
137,1054.25,818370288
138,8133.53,460861469
139,4828.14,41875742
140,9602.26,590289256
141,6343.45,922706037
142,2074.59,559043512
143,6741.57,115980353
144,4926.24,853426030
145,3371.56,141111028
146,8683.12,355027249
147,3757.63,794316682
148,9058.39,839188756
149,8930.1,332567065
150,9200.35,335896396
151,9373.78,297070829
152,3224.64,704825690
153,5986.59,815537914
154,374.91,986861483
155,8743.04,117026269
156,2424.5,543033079
157,955.44,935183844
158,6199.94,17929603
159,3822.21,867495275
160,8022.5,2927284
161,2743.71,721139468
162,2844.3,867141858
163,364.65,416150745
164,9739.52,533179788
165,4718.74,511985208
166,9633.67,727338580
167,6059.11,759848534
168,9381.9,993583011
169,533.83,410467045
170,8554.97,268943562
171,694.2,628950499
172,2224.45,696382389
173,8697.14,32770958
174,6583.03,784073151
175,6131.02,263259970
176,2843,968726892
177,708.82,492730025
178,9119.62,972343070
179,6954.02,141210852
180,7367.25,891466394
181,2446.27,284131651
182,1730.07,890826726
183,1355.69,908728512
184,430.61,688967034
185,1242.02,77457045
186,6373.87,193208781
187,8386.97,508681226
188,337.88,861751124
189,8101.89,511690836
190,9012.29,599951134
191,2051.2,133532553
192,5544,779100526
193,49.34,784380217
194,2227.31,31325487
195,454.22,682175954
196,8096.59,453093710
197,7199.61,309856157
198,9736.14,255640034
199,5249.79,178088229
200,8409.17,277734556
201,9257.4,180823413
202,5599.85,666091997
203,6485.77,304869449
204,3337.38,747070922
205,7559.69,230926692
206,7330.04,469505619
207,8656.14,685184289
208,2664.91,214949959
209,1217.6,428308789
210,9694.5,404622264
211,2000.01,988070919
212,7424.8,258828406
213,2938.07,402794806
214,8269.81,352218546
215,5838.75,299605405
216,4829.85,27933571
217,6924.99,518234623
218,6701.94,892851210
219,6240.34,434591470
220,4937.23,809408747
221,369.48,97957717
222,1752.6,955639526
223,6769.22,438515561
224,5356.18,63311999
225,1528.41,728495038
226,1859.27,409972408
227,3775.15,449478706
228,8643.58,751302770
229,3726.83,113823611
230,3319.52,771698058
231,5257.31,22393596
232,8595.33,362286143
233,7289.46,252027349
234,8512.88,164080126
235,3121.68,228916988
236,6384.69,477811836
237,6017.33,816954099
238,1872.59,930784114
239,7505.54,464642638
240,9736.68,55608474
241,1371.26,263737780
242,7423.47,648556776
243,4869.56,125061448
244,9309.67,38621289
245,1862.92,408767971
246,526.31,447432893
247,2199.05,60735605
248,8660.44,928505371
249,5324.22,832876975
250,3256.23,395183628
251,6482.7,280312476
252,8335.87,46312927
253,3433.96,61243667
254,509.79,308738109
255,1592.73,41138713
256,4960.05,971991346
257,3633.26,962280705
258,9358.89,653523269
259,8165.88,162636335
260,6548.57,219179517
261,263.16,655075741
262,1738.16,100801496
263,9465.76,674305147
264,9418.58,956573781
265,3550.48,209019181
266,3067.01,240575996
267,7268.28,410514575
268,9134.09,668319625
269,1362.97,393370945
270,7243.03,994326167
271,7880.67,636196175
272,994.75,756511408
273,4970.01,502898209
274,4962.1,652028980
275,9646.05,309132061
276,7789.9,821918909
277,3869.1,524040811
278,4287.93,227366479
279,4751.2,864893436
280,5330.01,404824114
281,9675.51,737620335
282,9126.16,685976448
283,236.96,425286304
284,8381.69,949066773
285,3645.83,393797572
286,9701.67,487105195
287,4147.56,878533330
288,8864.81,616444847
289,3944.39,84779233
290,592.73,478486687
291,8187.14,123429707
292,3096.48,722478166
293,9922.85,984145790
294,4242.9,861047940
295,7531.66,661047685
296,3580.21,691730811
297,6743.32,688394463
298,1743.03,73846061
299,2240.85,260568734
300,1221.84,732993852
301,5134.69,482522639
302,7449.16,799809834
303,4188.64,531389096
304,32.68,488845635
305,4803.97,670194057
306,9145.13,210610357
307,3883.08,720245811
308,7704.3,475327299
309,783.39,175910832
310,54.69,811256420
311,9307.12,866679690
312,1601.19,159180632
313,4632.44,710003313
314,4532.17,390926336
315,1185.04,136226176
316,5806.32,166221219
317,946.88,23794084
318,8290.9,105224659
319,3065.5,462688588
320,7672.06,694280702
321,7556.72,19324703
322,8840.06,937942129
323,2990.08,558108849
324,586.61,786292793
325,1266.23,105999184
326,451.15,168263672
327,3770.85,518445066
328,7198.23,254289312
329,5209.2,810580541
330,2906.03,7363861
331,7965.09,192881259
332,8770.11,508199848
333,9989.97,783662124
334,2364.37,961490653
335,2024.06,147167545
336,6447.12,134211884
337,4443.7,30465528
338,7617.33,246598396
339,666.15,528531598
340,7064.68,753939358
341,581.6,351280041
342,4249.08,421952525
343,795.79,519774110
344,1990.18,665270981
345,166.93,783286314
346,457.33,673129802
347,3258.56,987686538
348,7348.32,115483513
349,9830,178999640
350,7546.37,613502998
351,8200.39,848689907
352,6461.45,47773657
353,5202.5,514487524
354,8774.59,218098068
355,7514.32,420158269
356,6796.97,116865100
357,5531.03,627861973
358,994.49,336878955
359,6154.35,163451002
360,4864.26,838817861
361,687.58,649501831
362,406.05,429740509
363,9860.59,789728278
364,5132.24,258247128
365,595.47,250932825
366,7626.02,393118983
367,5463,159574271
368,742.32,89878745
369,6172.15,558810174
370,2442.5,15461586
371,1942.76,355561468
372,6866.51,959899212
373,8509.17,654134959
374,3313.69,927052212
375,93.35,814436791
376,6724.41,706909245
377,7517.87,889589666
378,2634.59,163475311
379,9631.42,392103509
380,4013.43,93214837
381,483.78,912554217
382,4983.76,72997274
383,605.38,80242096
384,7338.56,442306462
385,2241.27,338559172
386,9959.08,494283472
387,3617.8,197331958
388,5747.34,916402282
389,5714.52,894118981
390,7321.66,533948957
391,3775.46,755898771
392,4144.28,347445691
393,2050.09,484096045
394,8461.39,963537878
395,2332.47,210723673
396,2379.02,522312798
397,3499.55,684635816
398,1569.87,725488503
399,6344.08,381531741
400,4894.91,832705894
401,1064.7,227409102
402,1719.38,789446133
403,9312.98,534365997
404,3816.5,752477451
405,7600.95,546560500
406,2132.76,850667779
407,3727.49,895947809
408,3710.65,335571805
409,8169.64,576060348
410,1809.53,15625696
411,5729.46,223214298
412,280.75,97060760
413,4195.8,572401442
414,32.36,85241825
415,4621.95,589121404
416,8119.51,805346938
417,243.21,148497548
418,8669.18,150170588
419,9794.97,42160467
420,7260.14,526671973
421,9949.68,893669902
422,1208.73,601755233
423,9226.59,628352340
424,4484.92,71609734
425,8159.68,913727271
426,5511.5,508373365
427,9744.18,309431432
428,2292.15,45324406
429,974.84,675978272
430,7469.8,104543346
431,2130.99,227728479
432,6281.47,522473212
433,7789.7,961599027
434,5053.59,79461825
435,5606.77,263059400
436,4775.47,886228276
437,3882.55,759382251
438,2057.1,22740270
439,6851.64,521734847
440,9525.39,951851966
441,6382.33,429247888
442,5486.93,423083851
443,5690.68,83563599
444,1620.58,693176234
445,6093.19,168779766
446,7241.97,639487309
447,1355.85,465657580
448,1563.53,917578896
449,3645.42,11238107
450,900.6,100632868
451,3408.27,10048419
452,8447.06,619503057
453,8181.83,289878764
454,8388.6,29381248
455,6235.09,698266995
456,6856.9,885122166
457,1309.76,625375214
458,7646.51,447777787
459,6541.3,512819360
460,8941.67,603808102
461,826.1,501929989
462,5732.06,721534238
463,8894.6,632724063
464,6821.16,603074650
465,3063.44,577310010
466,2872.65,135583939
467,2699.5,417864477
468,7808.32,771075698
469,5874.84,593761630
470,3315.12,727781941
471,7710.76,774994139
472,5867.55,637835077
473,8858.57,960771114
474,7935.26,610385494
475,1192.62,104443648
476,6287.36,778496250
477,991.45,757886632
478,5434.15,786517583
479,5595.88,437952034
480,9138.93,224142683
481,4342.66,425976154
482,4902.27,238785946
483,838.08,562356573
